Class Decade,Date,Daytime/Nightime,Time,Class loc.,Location,Operator,Flight..,Direct/Stopover,Route,AC.Type,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Causes,Summary,Class time
1980s,08/19/1980,Nighttime,19:08,Saudi Arabia,"Riyadh, Saudi Arabia",Saudi Arabian Airlines,163,Direct,Riyadh - Jeddah,Lockheed 1011-200 TriStar,HZ-AHK,1169,301,287,14,301,287,14,0,Pilot Error,"The flight experienced a fire in the aft cargo compartment  6 minutes after taking off from Rilyadh. The plane returned to the airport and landed but because of a delay in evacuating the plane, all aboard were killed by smoke and fire. Half a minute before landing the captain decided not to order an emergency evacuation.  When he landed, he did not stop immediately but instead proceeded to make a normal landing delaying the fire equipment from putting out the fire. It took a full twenty-three minutes after touchdown before the doors were opened. The failure of the captain to prepare the cabin crew for immediate evacuation upon landing and his failure in not making a maximum stop landing on the runway, with immediate evacuation.",
1980s,01/20/1981,Daytime,11:27,USA,"Spokane, Washington",Cascade Airways,201,Direct,Moses Lake - Spokane,Beechcraft 99A,N390CA,U-101,9,7,2,7,5,2,0,Pilot Error,"During an instrument approach, the aircraft descended below 3,500 ft. and impacted rising terrain became airborne, went over a hilltop and came to rest 1,380 ft. further on. A fire started in the area of the right engine and spread throughout the fuselage. A premature descent to minimum descent altitude based on the flightcrew's use of an incorrect distance measuring equipment frequency and the flightcrew's subsequent failure to remain at or above MDA.",
1980s,04/17/1981,Daytime,16:01,USA,"Loveland, Colorado",Air US / Private,716 / -,Direct,"Denver, CO - Gillette, WY",Hadley Page 137Jetstream I / Cessna 206,N11360 / N4862F,238,19,15,4,15,12,3,0,Human Error,"A midair collision occurred 2 nm east-southeast of Loveland, Colorado at 13,000 ft.. Two killed and 3 injured on the Cessna and 13 killed on the Jetstream. The failure of the Cessna pilot to establish communications with the Denver Center and his climbing into controlled airspace above 12,500 ft without an authorized transponder. Contributing factor was the fact that existing regulations did not prohibit parachute jumping in or immediately adjacent to federal airways.",
1980s,05/07/1981,Daytime,10:53,Argentina,"Rio de la Plata, Argentina",Austral Lineas Aeras (Argentina),901,Direct,Tucuman - Buenos Aires,BAC One-Eleven 529FR,LV-LOX,212,31,26,5,31,26,5,0,Pilot Error,The aircraft crashed into a river bed after two missed approaches and while in a holding pattern. Severe turbulence and thunderstorms where occurring in area. Loss of control of the aircraft and impact with the water by an error of the pilot in assessing the meteorological conditions on crossing through a zone of extremely violent cumulonimbus clouds. Windshear.,
1980s,06/14/1981,Nighttime,16:22,Russia,"Ust-Barguzin, Russia",Aeroflot,498,Direct,Ulan - Severomuysk,Ilyushin Il-14,CCCP-41838,147001141,48,44,4,48,44,4,0,Pilot Error,The crew informed ATC they could see the field but crashed 30 km from the airport.,
1980s,08/22/1981,Daytime,10:00,Taiwan,"Near Sanyi, Miao-li, Taiwan",Far Eastern Air Transport,103,Direct,Taipei - Kaohsiung,Boeing B-737-222,B-2603,19939/151,110,104,6,110,104,6,0,Mechanical Failure,The aircraft experienced in-flight structural failure. Severe corrosion in belly of plane led to a pressure hull rupture and disintegration of the plane.,
1980s,08/24/1981,Daytime,9:21,Russia,"Near Zavitinsk, Russia",Aeroflot / Military - Russian Air Force,811,Stopover,Komsomol'sk-na-Amure - Blagoveshchensk,Antonov AN-24RV / Soviet Air Force TU-16,CCCP-46653,47309204,32,27,5,31,26,5,0,Human Error,"Midair collision with a Soviet Air Force TU-16. The only surviving passenger, a 20 year old woman was found in a forest 3 days later. Poor communication between civilian and military ATCs.",
1980s,08/29/1981,Nighttime,20:30,Russia,"Zeya, Russia",Aeroflot,674,Direct,Chita - Zeya,Yakovlev YAK-40,CCCP-87346,9511539,34,29,5,3,1,2,0,Pilot Error,"Flew into trees short and to the right of the runway, crashed and caught fire. Crew descended below minimums without visual contact with the ground.",
1980s,09/18/1981,Daytime,7:13,Russia,"Zeleznogorsk, Russian",Aeroflot /Military - Russian,V-652,Direct,Irkutsk - Zeleznogorsk,Yakovlev YAK-40 / Mil Mi-8,CCCP-87455,9431236,40,29,11,40,29,11,0,Unknow,Midair collision with a military Mi-8 helicopter (CCCP-22268). Thirty-three killed aboard the Yak-40.,
1980s,09/29/1981,Nighttime,19:00,Iran,"Tehran, Iran",Military - Iranian Air Force,IIAF552,Direct,Ahwaz - Tehran,Lockheed C-130H,5-158-8552,4594,80,75,5,60,75,5,20,Unknow,Crashed into Tir Square while on approach to land. Killed were Iran's Defense Minister and other military officals.,
1980s,10/06/1981,Nighttime,17:12,Netherlands,"Moerdijk, Netherlands",NLM (Nederlandse Luchtvaart Maatschappij),HN431,Stopover,Rotterdam - Eindhoven - Hamburgh,Fokker F-28 Fellowship 4000,PH-CHI,11141,17,13,4,17,13,4,0,Weather Conditions,The aircraft entered an area of severe turbulence and a tornado which resulted in the separation of the right wing and in-flight break up.,
1980s,12/01/1981,Daytime,8:53,France,"Mt. San Pietro, near Ajaccio, Corsica, France",Inex Adria Aviopromet (Yugoslavia),JP1308,Direct,Ljubljana - Ajaccio,McDonnell Douglas MD-81,YU-ANA,48047/998,180,173,7,180,173,7,0,Human Error,The aircraft crashed into a mountain during an approach to Camp dell Oro Airport in heavy fog. The crew was not properly prepared for the approach. The minimum altitude and maximum speed limits of the holding pattern were probably not retained. Imprecise language used by the crew and air traffic controller.,
1980s,01/13/1982,Nighttime,16:01,USA,"Washington, D.C.",Air Florida,90,Direct,"Washington D.C. - Fort Lauderdale, FL",Boeing B-737-222,N62AF,19556/130,79,74,5,74,70,4,4,Weather Conditions,"The aircraft crashed into the 14th St. bridge and the Potomac River and sank shortly after taking off from Washington National Airport. The aircraft reached a peak altitude of 300 ft. The flight crew's failure to use the engine anti-icing system during takeoff. Failure to de-ice the plane a second time before takeoff and taking off with snow/ice on the airfoil surfaces of the aircraft. Ice which accumulated on the engine pressure probes resulted in erroneously high Engine Pressure Ratio (EPR) readings. When the throttles were set to takeoff EPR, the engines were actually developing significantly less than takeoff thrust. The crew's inexperience in icing condtions was a contributing factor.",
1980s,01/23/1982,Nighttime,19:36,USA,"Logan Airport,  Boston, Massachusetts",World Airways,30H,Direct,Newark - Boston,McDonnell Douglas DC-10-30CF,N113WA,47821/320,212,200,12,2,2,0,0,Pilot Error,"While landing on an icy runway, the aircraft touched down 2,800 feet beyond the displaced threshold and slid off the end of the runway into shallow water with the nose section detaching. The minimal braking effectiveness on the ice-covered runway. The crew landed without sufficient information as to runway conditions. Lack of FAA regulations. The pilot's decision to retain autothrottle speed control throughout the flare and the consequent extended touchdown point on the runway contributed to the severity of the accident.",
1980s,02/09/1982,Daytime,8:47,Japan,"Tokyo, Japan",Japan Air Lines,350,Direct,Fukuoka - Tokyo,McDonnell Douglas DC-8-61,JA-8061,45889/291,174,166,8,24,24,0,0,Pilot Error,"The aircraft flew into shallow water, 100 yards meters short of the runway, after a struggle between a mentally ill captain and the co-pilot and flight engineer. The plane hit approach-light stanchions extending above the bay waters after which the nose broke off. During the approach, the captain, known to have mental problems, put the inboard engines into reverse in an attempt to destroy the aircraft while the co-pilot and flight engineer battled to restrain him.",
1980s,02/21/1982,Nighttime,15:33,USA,"Providence, Rhode Island",Pilgrim Airlines,458,Stopover, New York City - Bridgeport - New Haven - Groton - Boston,de Havilland DHC -6-100,N127PM,105,12,10,2,1,1,0,0,Mechanical Failure,The aircraft made an emergency landing near a reservoir after a fire erupted in the cockpit while the aircraft was en-route under IFR conditions. The fire spread to the cabin and destroyed the aircraft after impact.  The deficient design of the isopropyl alcohol windshield washer/deicer system and the inadequate maintenance of the system which resulted in an in-flight fire. The ignition source was not determined.,
1980s,03/11/1982,Nighttime,13:26,Norway,"Mehamn, Norway",Wideroe's Flyveselksap,933,Direct,Berlevag - Mehamn,de Havilland Canada DHC-6 Twin Otter 300,LN-BNK,568,15,13,2,15,13,2,0,Unknow,"The aircraft crashed while on a flight from Berlevåg to Mehamn after the failure of the tail fin and rudder in moderate turbulence.  Overload due to a combination of clear air turbulence, mountain wave and the pilots spontaneous improper actions. There is some controversy surrounding this crash including the possiblity the aircraft was shot down by or collided with a British NATO Harrier jet fighter.",
1980s,04/26/1982,Nighttime,16:45,China,"Near Yangshuo, Guangxi, China",CAAC,3303,Direct,Guangzhou - Guilin,Hawker Siddeley Trident 2E,B-266,2170,112,104,8,112,104,8,0,Weather Conditions,The aircraft struck a mountain in heavy rain during a landing attempt.,
1980s,06/08/1982,Daytime,2:25,Brazil,"Near Pacatuba, Brazil",VASP,168,Direct,Rio de Janerio - Fortaleza,Boeing B-727-212A,PP-SRK,21347/1282,137,128,9,137,128,9,0,Human Error,"The aircraft crashed into a 2,500 ft. mountain (Serra da Aratanha) during an approach in heavy rain and fog. Despite two altitude alert system warnings and the co-pilot's warning of the mountains ahead, the captain continued to descend below the minimum descend altitude. Non-observance of air traffic and carrier's procedures.",
1980s,06/24/1982,Nighttime,20:44,Indonesia,"Mount Galunggung, Indonesia",British Airways,9,Direct,Kuala Lampur - Perth,Boeing B-747,G-BDXH,21635/365,257,247,10,0,0,0,0,Mechanical Failure,"The aircraft flew into a plume from a volcanic eruption at 37,000 feet during the night. All engines failed and the windshield lost transparency because of pitting. The first engine was restarted at 12,000 feet, followed by the other three and the plane landed safely at Jakarta. The aircraft was named ""City of Edinburgh.""",
1980s,06/28/1982,Nighttime,10:49,Russia,"Southern Belarus, USSR",Aeroflot,8641,Direct,Leningrad - Kiev,Yakovlev YAK-42,CCCP-42529,8040104,132,124,8,132,124,8,0,Mechanical Failure,"From an altitude of 30,000 ft., a malfunction occurred causing the aircraft to crash 125 miles from its destination. In-flight failure and jamming of stabilizer screw-jack mechanism due to wear.",
1980s,07/06/1982,Daytime,0:35,Russia,"Near Moscow, Russia",Aeroflot,411,Direct,"	Moscow - 	Dakar",Ilyushin IL-62M,CCCP-86513,4037536,90,80,10,90,80,10,0,Mechanical Failure,The aircraft crashed and burned in field shortly after takeoff. Failure of the aircraft's power plant fire warning system due to design deficiencies which resulted in false fire indications in both engines.,
1980s,07/09/1982,Nighttime,16:09,USA,"Kenner, Louisiana",Pan American World Airways,759,Direct,New Orleans - Las Vegas,Boeing B-727-235,N4737,19457/518,145,138,7,145,138,7,8,Weather Conditions,"The aircraft crashed during a thunderstorm, 29 seconds after taking off from New Orleans International Airport. The plane reached an altitude of 95 to 150 feet and then began to descend and crashed into trees and houses bursting into flames. Microbust induced windshear. Limited capability of current ground-based low-level windshear detection technology. The aircraft was named ""Clipper Defiance.""",
1980s,09/13/1982,Daytime,12:00,Spain,"Near Malaga, Spain",Spantax,995,Direct,Malaga - New York City,McDonnell Douglas DC-10-30CF,EC-DEG,46962/238,394,381,13,50,47,3,0,Pilot Error,The aircraft crashed during takeoff after intense vibration caused by a blown retreaded tire. The crew aborted the takeoff above VR and overran the runway. They also  failed to apply reverse thrust symmetrically.,
1980s,12/09/1982,Daytime,13:27,Chile,"La Serena, Chile",Aeronor Chile,304,Direct,Santiago - La Serena,Fairchild F-27J,CC-CJE,63,46,42,4,46,42,4,0,Pilot Error,"While on approach, the aircraft suddenly banked to the left and went into a steep descent and crashed.  Inadequate flight procedures by the pilot in command after experiencing a loss of power in the left engine.  Inadequate flight planning by the pilot-in-command in coordinating the adoption of measures and applying procedures to successfully remedy a stall condition caused by total loss of power in the left engine when the aircraft was flying at low altitude on final approach to land.",
